Date,RSI
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,70.73902330512561
2020-01-07,70.51709311037243
2020-01-08,75.06632819434074
2020-01-09,79.02509269448758
2020-01-10,75.11606841794561
2020-01-13,79.92766532067884
2020-01-14,74.56701800700526
2020-01-15,74.75563346857629
2020-01-16,78.73711437019041
2020-01-17,80.46673991118233
2020-01-21,79.83094470340515
2020-01-22,80.795043761624
2020-01-23,81.93020592107152
2020-01-24,70.20025053663943
2020-01-27,51.04507465720628
2020-01-28,59.674773392429614
2020-01-29,60.48098610440456
2020-01-30,62.26394980320136
2020-01-31,51.15754399006886
2020-02-03,58.61248226745167
2020-02-04,66.96312644933431
2020-02-05,67.98804939041989
2020-02-06,70.5706806649425
2020-02-07,67.61831331691593
2020-02-10,71.24334622792603
2020-02-11,71.29331364340793
2020-02-12,74.0385822990575
2020-02-13,73.0400482493184
2020-02-14,73.88706707759155
2020-02-18,74.00520687570423
2020-02-19,76.82781114726316
2020-02-20,68.9448448273038
2020-02-21,56.21167920870282
2020-02-24,40.39320009535102
2020-02-25,33.50881028387397
2020-02-26,35.685406271915696
2020-02-27,26.546228108804172
2020-02-28,26.844046589350867
2020-03-02,43.28170016447929
2020-03-03,37.37210537591754
2020-03-04,47.157408141992214
2020-03-05,41.819488864416364
2020-03-06,39.243589540633465
2020-03-09,30.93713873291047
2020-03-10,40.78293633238071
2020-03-11,36.10723607487954
2020-03-12,28.91813901311812
2020-03-13,39.757094374176035
2020-03-16,31.757435330781817
2020-03-17,39.11047126327418
2020-03-18,37.24573703381339
2020-03-19,37.85625942247657
2020-03-20,35.419617535164676
2020-03-23,35.335161695451475
2020-03-24,43.33797769964637
2020-03-25,42.75093430953001
2020-03-26,48.095617734909844
2020-03-27,44.986126206911585
2020-03-30,48.638083646253655
2020-03-31,47.80649323847459
2020-04-01,43.82585479140286
2020-04-02,46.038871011719095
2020-04-03,44.6861500859476
2020-04-06,52.19749593888812
2020-04-07,52.15095576058813
2020-04-08,54.431634101557336
2020-04-09,54.59371874834993
2020-04-13,55.85897061973084
2020-04-14,60.662435611328505
2020-04-15,58.76713427965723
2020-04-16,60.83850971750057
2020-04-17,61.93815930469921
2020-04-20,59.682186413781174
2020-04-21,53.25194031204436
2020-04-22,57.10664641591378
2020-04-23,56.733774306058464
2020-04-24,58.86764911156911
2020-04-27,59.96916549454496
2020-04-28,56.1469489253876
2020-04-29,61.08166037915428
2020-04-30,60.99296725190595
2020-05-01,55.08721982122691
2020-05-04,56.89391254037918
2020-05-05,58.65609105588348
2020-05-06,59.632081765667316
2020-05-07,61.682142262268506
2020-05-08,63.81548276105021
2020-05-11,65.19524564973094
2020-05-12,59.428148115179205
2020-05-13,56.289761397841666
2020-05-14,58.40841573611853
2020-05-15,59.62716341060654
2020-05-18,63.000201678503025
2020-05-19,62.232992023907194
2020-05-20,65.79782957971764
2020-05-21,62.27625010373168
2020-05-22,62.9457933600087
2020-05-26,62.015508518046715
2020-05-27,63.1964666135825
2020-05-28,62.69270688535638
2020-05-29,65.97404748922426
2020-06-01,66.63058230253574
2020-06-02,68.11652915451165
2020-06-03,69.11645916944617
2020-06-04,65.64437386370507
2020-06-05,70.17403129740171
2020-06-08,71.77371013642656
2020-06-09,73.22856458058837
2020-06-10,75.49789798255561
2020-06-11,54.652905968425735
2020-06-12,56.61943397279779
2020-06-15,59.53537632725241
2020-06-16,63.32773561374786
2020-06-17,64.00991956130605
2020-06-18,64.6174931245942
2020-06-19,64.54638595201928
2020-06-22,66.99164454649309
2020-06-23,68.93014364279964
2020-06-24,59.705679821453565
2020-06-25,62.17120345475919
2020-06-26,53.364873478226244
2020-06-29,56.366359628529274
2020-06-30,61.2464385930584
2020-07-01,63.88726794156655
2020-07-02,65.38167807668145
2020-07-06,70.22161484358841
2020-07-07,67.31193606417358
2020-07-08,69.86531760062977
2020-07-09,71.42291902289597
2020-07-10,72.66651665418853
2020-07-13,63.62176663857359
2020-07-14,65.19411318791259
2020-07-15,65.6570859698362
2020-07-16,62.64333644258655
2020-07-17,62.95201247778296
2020-07-20,69.5903599872254
2020-07-21,64.8627356276085
2020-07-22,65.7021575104188
2020-07-23,55.14537423802681
2020-07-24,51.962013499003234
2020-07-27,56.94388635331503
2020-07-28,52.67367646224409
2020-07-29,55.86131436431889
2020-07-30,57.28490712432722
2020-07-31,61.82787510287218
2020-08-03,64.92296735802755
2020-08-04,65.75588841904944
2020-08-05,66.3327048609166
2020-08-06,69.31528722769494
2020-08-07,63.92967815794056
2020-08-10,62.03037985171588
2020-08-11,54.354610429673855
2020-08-12,61.10661966766068
2020-08-13,61.67416086238349
2020-08-14,61.177966650287495
2020-08-17,64.23771724835706
2020-08-18,66.61408170158941
2020-08-19,63.4119498922053
2020-08-20,66.91937442527065
2020-08-21,68.56327689704759
2020-08-24,70.01889502077083
2020-08-25,71.80054182613297
2020-08-26,76.0016943774323
2020-08-27,74.22514894012703
2020-08-28,75.23889583005374
2020-08-31,76.79925317547834
2020-09-01,79.747001249687
2020-09-02,81.19674927870749
2020-09-03,57.315744910752116
2020-09-04,53.117852561603804
2020-09-08,41.475766872613804
2020-09-09,48.542252564256124
2020-09-10,44.49977260298
2020-09-11,43.17869045659088
2020-09-14,47.371808805879745
2020-09-15,50.62115019782203
2020-09-16,47.05144903824622
2020-09-17,43.84173643730142
2020-09-18,41.396041921372856
