Date,RSI
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,38.16898818301621
2020-01-07,47.73418642256689
2020-01-08,55.40345763099206
2020-01-09,58.47894183205886
2020-01-10,55.98426537048157
2020-01-13,55.69987065540172
2020-01-14,56.17932720762821
2020-01-15,51.94236989016451
2020-01-16,54.326997126479064
2020-01-17,61.03630207955169
2020-01-21,58.483953816356696
2020-01-22,58.483953816356696
2020-01-23,62.15476686138313
2020-01-24,65.44496181409079
2020-01-27,67.53473866608326
2020-01-28,68.6484452492392
2020-01-29,67.40339088020725
2020-01-30,62.51895935099512
2020-01-31,47.64530261810081
2020-02-03,57.0456039515756
2020-02-04,60.05935488934678
2020-02-05,65.15986193407147
2020-02-06,68.38569911554421
2020-02-07,70.67412721782215
2020-02-10,72.46299217616539
2020-02-11,69.13261298687937
2020-02-12,73.12339309172921
2020-02-13,73.34825146615735
2020-02-14,73.935481729707
2020-02-18,77.5565359187428
2020-02-19,78.85894824348463
2020-02-20,81.13295462371929
2020-02-21,64.30429927729702
2020-02-24,64.692164830633
2020-02-25,57.513175450222704
2020-02-26,57.98389916167712
2020-02-27,47.42166414658421
2020-02-28,42.77630603034055
2020-03-02,33.89490656891445
2020-03-03,31.946774502298567
2020-03-04,35.555696633956444
2020-03-05,30.749415758844037
2020-03-06,24.72693959357302
2020-03-09,19.709655247956064
2020-03-10,38.90778954109522
2020-03-11,39.93211632440519
2020-03-12,48.806350922213944
2020-03-13,57.76571424178232
2020-03-16,52.64919867194286
2020-03-17,61.03913953975893
2020-03-18,67.59585752026256
2020-03-19,72.62074413252826
2020-03-20,72.79113053124297
2020-03-23,70.20328601981672
2020-03-24,64.58360584183373
2020-03-25,59.83791080300315
2020-03-26,50.41353761614091
2020-03-27,45.44792025403201
2020-03-30,49.57421048162866
2020-03-31,48.93447775712954
2020-04-01,52.108705702813445
2020-04-02,54.60822180432469
2020-04-03,56.52475243348126
2020-04-06,57.061662960260136
2020-04-07,52.5505423858339
2020-04-08,53.333961179757665
2020-04-09,49.557489434073474
2020-04-13,48.50943964244505
2020-04-14,45.693493224701996
2020-04-15,49.5978502873751
2020-04-16,53.21981549180848
2020-04-17,51.47269759632834
2020-04-20,52.67727985891029
2020-04-21,54.695767995400765
2020-04-22,55.579924169665816
2020-04-23,55.86534808234681
2020-04-24,55.386250162412225
2020-04-27,52.1136306267401
2020-04-28,50.50669960992962
2020-04-29,47.710756574234836
2020-04-30,43.00995004972079
2020-05-01,41.25888154057215
2020-05-04,48.26961806781672
2020-05-05,50.42478723716573
2020-05-06,53.846075654141934
2020-05-07,51.81912682232986
2020-05-08,50.19137441851436
2020-05-11,55.03946467055089
2020-05-12,51.742666200486276
2020-05-13,54.66693926705524
2020-05-14,56.76054728832629
2020-05-15,55.914199049240935
2020-05-18,47.89381211577368
2020-05-19,45.03492436237698
2020-05-20,42.745040306228255
2020-05-21,45.71745201822711
2020-05-22,51.07833070420077
2020-05-26,42.34648873779421
2020-05-27,43.974986629567844
2020-05-28,38.6455518092922
2020-05-29,38.3511103991366
2020-06-01,34.71909241506334
2020-06-02,33.6426054447397
2020-06-03,31.11058461605097
2020-06-04,27.661355723840032
2020-06-05,31.220022518541683
2020-06-08,29.308960803694134
2020-06-09,27.603038737395792
2020-06-10,25.672042457904084
2020-06-11,35.98699713056027
2020-06-12,42.564165027340884
2020-06-15,38.00273977231405
2020-06-16,40.98261231270366
2020-06-17,43.086903735699465
2020-06-18,45.79268520032389
2020-06-19,47.84678725924679
2020-06-22,42.78368787119391
2020-06-23,40.03085404413353
2020-06-24,45.03641052340264
2020-06-25,47.887745355650104
2020-06-26,48.605562686967666
2020-06-29,49.03756168891764
2020-06-30,47.42762630359176
2020-07-01,45.39464945421582
2020-07-02,46.941584257174775
2020-07-06,41.36760265732318
2020-07-07,42.6136963327437
2020-07-08,38.23772471558967
2020-07-09,42.08082017734607
2020-07-10,41.565065804834504
2020-07-13,39.579681253684136
2020-07-14,37.546684745241045
2020-07-15,35.76606940200713
2020-07-16,40.33669481480042
2020-07-17,36.132220038435484
2020-07-20,35.07584127438554
2020-07-21,29.1515767399014
2020-07-22,28.07279264215363
2020-07-23,26.12903963471635
2020-07-24,24.498034752664594
2020-07-27,20.295836173340533
2020-07-28,21.980456101631944
2020-07-29,19.51305765868925
2020-07-30,18.44285366429844
2020-07-31,26.898206924033303
2020-08-03,27.07148577681761
2020-08-04,26.26701304457184
2020-08-05,22.90714127647219
2020-08-06,22.67991996074973
2020-08-07,34.1162260935218
2020-08-10,36.30156447188304
2020-08-11,37.10389398165896
2020-08-12,35.284988370983385
2020-08-13,34.33099253493775
2020-08-14,32.0887873200959
2020-08-17,29.898243292416524
2020-08-18,25.54186722115537
2020-08-19,36.23723590277706
2020-08-20,35.35513045160536
2020-08-21,42.31179048253152
2020-08-24,43.02948738315092
2020-08-25,40.026472576564544
2020-08-26,39.91938152412711
2020-08-27,39.91938152412711
2020-08-28,33.302285145095695
2020-08-31,31.294614102798903
2020-09-01,34.96602263568526
2020-09-02,43.28839557810534
2020-09-03,42.03881265251915
2020-09-04,41.802578141436314
2020-09-08,52.68517501210342
2020-09-09,49.78311856581652
2020-09-10,50.84339094099421
2020-09-11,50.69935936147375
2020-09-14,46.97151307672139
2020-09-15,46.68718608800917
2020-09-16,49.33002694009777
2020-09-17,45.672581856274
2020-09-18,45.072752413257355
