Date,Volume
2021-08-11,1724961
2021-08-12,956949
2021-08-13,967146
2021-08-16,1375814
2021-08-17,1409107
2021-08-18,1371502
2021-08-19,1408900
2021-08-20,1095887
2021-08-23,1225950
2021-08-24,1883385
2021-08-25,3159904
2021-08-26,3102536
2021-08-27,2464215
2021-08-30,672062
2021-08-31,153595
2021-09-01,80892
2021-09-02,25878
2021-09-03,26714
2021-09-07,17570
2021-09-08,8229
2021-09-09,11052
2021-09-10,11379
2021-09-13,7019
2021-09-14,9751
2021-09-15,5617
2021-09-16,6352
2021-09-17,7172
2021-09-20,2727
2021-09-21,1259839
2021-09-22,1694167
2021-09-23,2148141
2021-09-24,1813289
2021-09-27,1856758
2021-09-28,2477404
2021-09-29,2067859
2021-09-30,2058886
2021-10-01,2027570
2021-10-04,1471686
2021-10-05,1485058
2021-10-06,1715889
2021-10-07,1404808
2021-10-08,2286634
2021-10-11,527137
2021-10-12,1701981
2021-10-13,2329391
2021-10-14,1591700
2021-10-15,1579499
2021-10-18,2074254
2021-10-19,1437829
2021-10-20,1709628
2021-10-21,1769979
2021-10-22,1938170
2021-10-25,1252112
2021-10-26,1273679
2021-10-27,2427913
2021-10-28,2495837
2021-10-29,2686126
2021-11-01,1479047
2021-11-02,1502792
2021-11-03,1821995
2021-11-04,1713598
2021-11-05,2046414
2021-11-08,1179373
2021-11-09,1633463
2021-11-10,2295387
2021-11-11,525839
2021-11-12,1363018
2021-11-15,1183106
2021-11-16,1407795
2021-11-17,1289899
2021-11-18,1363815
2021-11-19,2136578
2021-11-22,3135163
2021-11-23,3340651
2021-11-24,3184097
2021-11-25,3184097
2021-11-26,2089384
2021-11-29,908346
2021-11-30,231969
2021-12-01,55985
2021-12-02,30328
2021-12-03,21444
2021-12-06,10647
2021-12-07,7628
2021-12-08,8456
2021-12-09,7912
2021-12-10,3295
2021-12-13,4719
2021-12-14,4976
2021-12-15,4319
2021-12-16,3297
2021-12-17,1109
2021-12-20,1598
2021-12-21,1027368
2021-12-22,760008
2021-12-23,557414
2021-12-27,471863
2021-12-28,550228
2021-12-29,971676
2021-12-30,810924
2021-12-31,759832
2022-01-03,1428084
2022-01-04,1703196
2022-01-05,1696842
2022-01-06,1793082
2022-01-07,1964516
2022-01-10,1564056
2022-01-11,1676788
2022-01-12,1518137
2022-01-13,1330020
2022-01-14,1628936
2022-01-18,2515636
2022-01-19,1962013
2022-01-20,1482619
2022-01-21,2108462
2022-01-24,2158245
2022-01-25,1738476
2022-01-26,1963794
2022-01-27,2216921
2022-01-28,1887669
2022-01-31,1853973
2022-02-01,1703462
2022-02-02,1358564
2022-02-03,1654216
2022-02-04,2145743
2022-02-07,1278721
2022-02-08,1564968
2022-02-09,1684111
2022-02-10,3162240
2022-02-11,3004129
2022-02-14,2318254
2022-02-15,1816955
2022-02-16,1812339
2022-02-17,2028872
2022-02-18,1757647
2022-02-22,4427866
2022-02-23,3837304
2022-02-24,3766786
2022-02-25,829641
2022-02-28,142954
2022-03-01,113466
2022-03-02,47423
2022-03-03,29591
2022-03-04,17361
2022-03-07,13565
2022-03-08,8898
2022-03-09,4903
2022-03-10,7195
2022-03-11,1262
2022-03-14,2053
2022-03-15,3928
2022-03-16,3439
2022-03-17,623
2022-03-18,892
2022-03-21,904
2022-03-22,1600511
2022-03-23,1632991
2022-03-24,1435544
2022-03-25,1825165
2022-03-28,1775927
2022-03-29,2067157
2022-03-30,1760127
2022-03-31,2192637
2022-04-01,1923816
2022-04-04,1216702
2022-04-05,1769170
2022-04-06,2146915
2022-04-07,1743647
2022-04-08,1477697
2022-04-11,1441742
2022-04-12,2176907
2022-04-13,1835432
2022-04-14,1780161
2022-04-18,889306
2022-04-19,1602021
2022-04-20,1770234
2022-04-21,1597287
2022-04-22,1541396
2022-04-25,1800272
2022-04-26,1562018
2022-04-27,1599187
2022-04-28,1938440
2022-04-29,2139536
2022-05-02,1282256
2022-05-03,1389133
2022-05-04,1775883
2022-05-05,2047770
2022-05-06,1750115
2022-05-09,1713326
2022-05-10,1812986
2022-05-11,2222622
2022-05-12,1997731
2022-05-13,1200488
2022-05-16,1165327
2022-05-17,1395521
2022-05-18,1740614
2022-05-19,2264358
2022-05-20,1496733
2022-05-23,1634748
2022-05-24,3479511
2022-05-25,3366992
2022-05-26,1859472
2022-05-27,644383
2022-05-31,144727
2022-06-01,54580
2022-06-02,24637
2022-06-03,16495
2022-06-06,17276
2022-06-07,7173
2022-06-08,6252
2022-06-09,3176
2022-06-10,6902
2022-06-13,7455
2022-06-14,2242
2022-06-15,3367
2022-06-16,1857
2022-06-17,720
2022-06-20,720
2022-06-21,1274461
2022-06-22,1702409
2022-06-23,2222245
2022-06-24,1330462
2022-06-27,1191859
2022-06-28,1280037
2022-06-29,1235032
2022-06-30,1849397
2022-07-01,1991276
2022-07-05,1761880
2022-07-06,1618742
2022-07-07,1401151
2022-07-08,1354657
2022-07-11,1098384
2022-07-12,1473376
2022-07-13,2141891
2022-07-14,1657510
2022-07-15,1206554
2022-07-18,934835
2022-07-19,1036276
2022-07-20,1151592
2022-07-21,1814052
2022-07-22,1799046
2022-07-25,1031506
2022-07-26,1126477
2022-07-27,1309166
2022-07-28,1861248
2022-07-29,1992752
2022-08-01,1352861
2022-08-02,1984438
2022-08-03,1860557
2022-08-04,1335255
2022-08-05,1540474
2022-08-08,973724
2022-08-09,961364
2022-08-10,1694075
2022-08-11,1468557
2022-08-12,1105804
2022-08-15,970926
2022-08-16,967317
2022-08-17,1254160
2022-08-18,1155689
2022-08-19,1173347
2022-08-22,1321186
2022-08-23,1884881
2022-08-24,2864145
2022-08-25,2847872
2022-08-26,2032906
2022-08-29,1033735
2022-08-30,517092
2022-08-31,143296
2022-09-01,69501
2022-09-02,39999
2022-09-06,33570
2022-09-07,13056
2022-09-08,13342
2022-09-09,4911
2022-09-12,9642
2022-09-13,10484
2022-09-14,3772
2022-09-15,4011
2022-09-16,4915
2022-09-19,956
2022-09-20,2478
2022-09-21,1791263
2022-09-22,2281428
2022-09-23,2155629
2022-09-26,2126534
2022-09-27,2340232
2022-09-28,2908370
2022-09-29,1953819
2022-09-30,2037126
2022-10-03,1869420
2022-10-04,1769493
2022-10-05,1611470
2022-10-06,1481654
2022-10-07,1333196
2022-10-10,472366
2022-10-11,1640605
2022-10-12,1395612
2022-10-13,2273852
2022-10-14,1731123
2022-10-17,1042028
2022-10-18,1330805
2022-10-19,1487367
2022-10-20,1637008
2022-10-21,2475242
2022-10-24,1547877
2022-10-25,1943598
2022-10-26,1707764
2022-10-27,2359431
2022-10-28,1799079
2022-10-31,1866622
2022-11-01,1837010
2022-11-02,1606698
2022-11-03,1582083
2022-11-04,1604687
2022-11-07,1045572
2022-11-08,1249958
2022-11-09,1452703
2022-11-10,2595697
2022-11-11,701232
2022-11-14,1444981
2022-11-15,1777674
2022-11-16,1631687
2022-11-17,1467726
2022-11-18,1127239
2022-11-21,1762759
2022-11-22,3180523
2022-11-23,3103710
2022-11-25,1362564
2022-11-28,1819031
2022-11-29,621288
2022-11-30,132675
2022-12-01,43465
2022-12-02,29400
2022-12-05,14387
2022-12-06,5657
2022-12-07,7373
2022-12-08,3251
2022-12-09,2477
2022-12-12,1817
2022-12-13,1737
2022-12-14,2090
2022-12-15,790
2022-12-16,576
2022-12-19,470
2022-12-20,1401157
2022-12-21,981158
2022-12-22,795954
2022-12-23,752313
2022-12-27,691957
2022-12-28,759767
2022-12-29,810811
2022-12-30,1314511
2023-01-03,1471344
2023-01-04,1520223
2023-01-05,1375647
2023-01-06,2171557
2023-01-09,1491031
2023-01-10,1363124
2023-01-11,1393845
2023-01-12,2373580
2023-01-13,1468528
2023-01-16,1468528
2023-01-17,1568077
2023-01-18,2306893
2023-01-19,1712227
2023-01-20,1364331
2023-01-23,1053149
2023-01-24,1278470
2023-01-25,1300044
