Date,RSI
2020-01-01,46.7136836456764
2020-01-02,48.43877334222765
2020-01-03,56.8629721064505
2020-01-04,59.31354272034202
2020-01-05,54.12290689022818
2020-01-06,69.99935015852458
2020-01-07,69.39122735176457
2020-01-08,69.32336480047928
2020-01-09,64.8288561914989
2020-01-10,69.3116767605456
2020-01-11,64.70186706681474
2020-01-12,62.33544651298961
2020-01-13,63.79108934198862
2020-01-14,78.71344334632607
2020-01-15,78.36347900700801
2020-01-16,79.6163460080996
2020-01-17,79.84141997350996
2020-01-18,80.65757426402863
2020-01-19,71.91525894011684
2020-01-20,68.1698010888503
2020-01-21,70.13537418487306
2020-01-22,71.55315289487032
2020-01-23,68.4539998139024
2020-01-24,64.79355425210213
2020-01-25,65.54132618417661
2020-01-26,67.57604708307306
2020-01-27,70.59646577231541
2020-01-28,59.88494747438528
2020-01-29,57.80508297339028
2020-01-30,68.57215393934621
2020-01-31,57.41059662383789
2020-02-01,58.19776041485159
2020-02-02,70.6449352842387
2020-02-03,71.18741640310014
2020-02-04,68.53383196158553
2020-02-05,77.15840210940767
2020-02-06,85.9158475352582
2020-02-07,87.88165456828395
2020-02-08,89.82561685042515
2020-02-09,89.56246879104786
2020-02-10,84.56804588202812
2020-02-11,85.85901279269173
2020-02-12,90.45055184921992
2020-02-13,89.77449921005895
2020-02-14,95.52179688264376
2020-02-15,80.6191577220693
2020-02-16,78.7327629718774
2020-02-17,79.44966164797046
2020-02-18,81.98437091196882
2020-02-19,68.04567156826464
2020-02-20,65.53963215351718
2020-02-21,64.72397685996631
2020-02-22,62.87528136713598
2020-02-23,64.94503148255373
2020-02-24,62.82020831142419
2020-02-25,53.50386669591313
2020-02-26,37.80561448047515
2020-02-27,36.61595118139344
2020-02-28,30.30660040053924
2020-02-29,32.816117703766096
2020-03-01,33.55405247799416
2020-03-02,36.89688108861804
2020-03-03,28.045533721805725
2020-03-04,33.991780698536104
2020-03-05,36.67490414535881
2020-03-06,41.367435128574165
2020-03-07,40.46933756502366
2020-03-08,24.52910635773678
2020-03-09,27.23874876977608
2020-03-10,30.916364433420554
2020-03-11,35.79144699701726
2020-03-12,19.885123780184472
2020-03-13,27.38772202570118
2020-03-14,27.363645525753785
2020-03-15,27.70056821290045
2020-03-16,21.58869994270753
2020-03-17,24.69346393600233
2020-03-18,24.803503117645988
2020-03-19,29.84111048908248
2020-03-20,23.897574026767018
2020-03-21,24.68214165109696
2020-03-22,28.69802605682831
2020-03-23,32.83852519924284
2020-03-24,33.96324102457648
2020-03-25,34.679086585321016
2020-03-26,63.02378774225267
2020-03-27,48.79223664081176
2020-03-28,54.86588355833092
2020-03-29,50.39406490786573
2020-03-30,62.68962183535892
2020-03-31,60.15707419237618
2020-04-01,61.3797423803582
2020-04-02,53.43937108898451
2020-04-03,57.39891389799617
2020-04-04,59.32227074388961
2020-04-05,67.62613469473052
2020-04-06,73.92671845933752
2020-04-07,67.44856243614612
2020-04-08,72.9989168658189
2020-04-09,69.65912728647737
2020-04-10,66.42885227006639
2020-04-11,66.20649439481213
2020-04-12,71.66035177622315
2020-04-13,66.77262861804707
2020-04-14,67.08704566071624
2020-04-15,61.29112806806198
2020-04-16,67.10710351424385
2020-04-17,66.2563751901845
2020-04-18,70.74104332923235
2020-04-19,67.02773556453349
2020-04-20,50.46339956544671
2020-04-21,53.43014294818597
2020-04-22,55.259509793210725
2020-04-23,58.08476251598053
2020-04-24,68.48792749759203
2020-04-25,70.74714155239624
2020-04-26,71.5967357757645
2020-04-27,72.73927827840826
2020-04-28,72.46410828628733
2020-04-29,81.19257747176755
2020-04-30,68.49072936084904
2020-05-01,71.53086630450036
2020-05-02,66.40066844703892
2020-05-03,69.07801589824226
2020-05-04,74.95979089066697
2020-05-05,73.58232019270099
2020-05-06,63.441851912649376
2020-05-07,68.08153224274676
2020-05-08,66.35082541330925
2020-05-09,61.83561696026417
2020-05-10,44.84033966475825
2020-05-11,43.9939303955604
2020-05-12,45.76863863589751
2020-05-13,40.41738787290585
2020-05-14,48.50208089726853
2020-05-15,39.04905962840311
2020-05-16,42.1532740134982
2020-05-17,48.1373164659314
2020-05-18,54.098981662305455
2020-05-19,54.656568311516
2020-05-20,55.39087029060704
2020-05-21,42.45351091999287
2020-05-22,47.13538830819736
2020-05-23,47.86705292053033
2020-05-24,58.08068019738301
2020-05-25,61.5758503614545
2020-05-26,57.51649398450541
2020-05-27,55.69911214071114
2020-05-28,59.95511840865308
2020-05-29,67.65947924537534
2020-05-30,73.36704119618294
2020-05-31,63.54874568830353
2020-06-01,66.43927433705423
2020-06-02,60.47314051260987
2020-06-03,64.78654155687968
2020-06-04,71.31342685674734
2020-06-05,66.80361332546583
2020-06-06,67.31735922182166
2020-06-07,71.92106421874894
2020-06-08,71.59689395460947
2020-06-09,71.9510821080753
2020-06-10,71.00424845296612
2020-06-11,56.31249950782264
2020-06-12,58.30335853957765
2020-06-13,47.28956381076218
2020-06-14,49.85862000427236
2020-06-15,36.41052587223479
2020-06-16,48.239428494896025
2020-06-17,39.88133145017694
2020-06-18,38.5425975940812
2020-06-19,39.09034999086192
2020-06-20,36.86019896829214
2020-06-21,33.20247929450905
2020-06-22,47.72180363436346
2020-06-23,49.36285367811236
2020-06-24,40.056134425288
2020-06-25,50.627507656020704
2020-06-26,41.88832249396327
2020-06-27,34.84135369769632
2020-06-28,43.63100061642075
2020-06-29,47.52788439493107
2020-06-30,41.21779535976613
2020-07-01,47.27956456571446
2020-07-02,45.79413538811408
2020-07-03,46.81721348133082
2020-07-04,50.17830230371396
