Date,QQQ,BTC,SPY,ETH,TY
2020-02-05,228.22000122070312,9592.18387389791,332.8599853515625,203.8593183747095,130.546875
2020-02-06,230.19000244140625,9744.636578159389,333.9800109863281,212.73341421352785,130.5625
2020-02-07,229.1999969482422,9799.448455824684,332.20001220703125,223.27631974792,131.078125
2020-02-08,,9890.701658194865,,223.30077697426225,
2020-02-09,,10148.379719131784,,228.29226083217347,
2020-02-10,231.97000122070312,9890.121224019967,334.67999267578125,224.14699652028605,131.359375
2020-02-11,232.00999450683597,10226.925769215322,335.260009765625,236.78534852972567,131.0
2020-02-12,234.2700042724609,10328.897565836414,337.4200134277344,264.03276824299627,130.6875
2020-02-13,233.97000122070312,10221.260309201634,337.0599975585937,267.6704445042514,130.765625
2020-02-14,234.63999938964844,10320.157140513991,337.6000061035156,284.2318914741183,130.984375
2020-02-15,,9894.136123789158,,263.8999463915962,
2020-02-16,,9943.673602578743,,262.1562443168135,
2020-02-17,,9723.605026422496,,267.9356656159883,
2020-02-18,234.72999572753903,10133.817417084678,336.7300109863281,281.9457403055278,131.203125
2020-02-19,236.97999572753903,9618.409248250406,338.3399963378906,259.1838037480287,131.078125
2020-02-20,234.77999877929688,9608.16918128246,336.95001220703125,257.9883953048601,131.4375
2020-02-21,230.2700042724609,9673.011800270346,333.4800109863281,265.1644591338591,131.859375
2020-02-22,,9658.606058375472,,260.99654013152536,
2020-02-23,,9946.716123467522,,274.6312157785517,
2020-02-24,221.38999938964844,9670.9608064677,322.4200134277344,265.2421912203732,132.65625
2020-02-25,215.3699951171875,9345.342701734848,312.6499938964844,248.31738139395105,133.125
2020-02-26,216.47999572753903,8801.657129472504,311.5,224.8105082974468,133.328125
2020-02-27,205.63999938964844,8781.175282202359,297.510009765625,225.4297151168376,133.4375
2020-02-28,205.8000030517578,8717.331431359424,296.260009765625,227.70528448376496,134.84375
2020-02-29,,8552.989118581636,,218.34835692985288,
2020-03-01,,8567.802248679225,,218.93979697447656,
2020-03-02,216.4199981689453,8905.876104262194,309.0899963378906,231.67944604592213,135.265625
2020-03-03,209.47999572753903,8756.718576742549,300.239990234375,223.96011601810253,136.0
2020-03-04,218.22000122070312,8758.646993191916,312.8599853515625,224.134877371802,136.25
2020-03-05,211.58999633789065,9038.870323233425,302.4599914550781,228.0809351016884,136.765625
2020-03-06,208.0200042724609,9135.84506603321,297.4599914550781,244.23846951978683,138.046875
2020-03-07,,8902.20195010789,,237.38079020191347,
2020-03-08,,8041.365538071835,,198.81964228768572,
2020-03-09,193.57000732421875,7921.33200691072,274.2300109863281,200.84687148188743,139.296875
2020-03-10,204.1100006103516,7906.731528510632,288.4200134277344,200.7490385485177,137.546875
2020-03-11,195.22000122070312,7935.522040170545,274.3599853515625,194.2179412402521,137.140625
2020-03-12,177.32000732421875,5142.990459018316,248.1100006103516,110.5978978308351,136.890625
2020-03-13,192.33999633789065,5542.819542373153,269.32000732421875,132.57285770180832,135.796875
2020-03-14,,5214.189112383918,,123.030844108903,
2020-03-15,,5397.93335743919,,124.60342553062202,
2020-03-16,169.3000030517578,5032.501351487721,239.8500061035156,110.9915984533406,138.0625
2020-03-17,182.13999938964844,5389.41577503409,252.8000030517578,117.21704138518466,136.0625
2020-03-18,176.60000610351562,5376.280747845438,240.0,117.7004246469663,134.375
2020-03-19,177.66000366210938,6170.200600237675,240.50999450683597,136.81187578973578,135.3125
2020-03-20,170.6999969482422,6195.603505257629,228.8000030517578,131.96469397290025,136.5
2020-03-21,,6145.770891252399,,131.94321845316688,
2020-03-22,,5859.647430299388,,122.5205987665882,
2020-03-23,170.4600067138672,6456.347485963419,222.9499969482422,135.58865798037067,138.203125
2020-03-24,183.66000366210935,6730.173782371188,243.1499938964844,138.77657127268222,137.453125
2020-03-25,182.3000030517578,6695.900618397724,246.7899932861328,136.23392142176775,137.34375
2020-03-26,191.8999938964844,6765.56207892991,261.20001220703125,138.76693759902926,137.734375
2020-03-27,185.3000030517578,6397.826328325604,253.4199981689453,130.2865618875773,138.265625
2020-03-28,,6255.000398693634,,131.42405214081143,
2020-03-29,,5915.337154791903,,125.31887451568916,
2020-03-30,192.0399932861328,6403.141235565223,261.6499938964844,132.36373895414985,138.828125
2020-03-31,190.3999938964844,6421.70541388854,257.75,133.2364468438201,138.6875
2020-04-01,182.30999755859372,6640.797666310131,246.1499938964844,136.21638557312852,138.984375
2020-04-02,186.00999450683597,6807.897017890566,251.8300018310547,141.4537053523866,138.890625
2020-04-03,183.3699951171875,6732.852018394612,248.19000244140625,141.26154326644877,139.140625
2020-04-04,,6859.424923721944,,144.200802681986,
2020-04-05,,6788.048272605917,,142.8508834648482,
2020-04-06,196.47999572753903,7297.635558289496,264.8599853515625,169.85504979336824,138.40625
2020-04-07,196.3999938964844,7196.782202442051,265.1300048828125,164.5160197107307,137.90625
2020-04-08,200.57000732421875,7342.291601148024,274.0299987792969,172.8035682674752,137.84375
2020-04-09,200.8600006103516,7294.488875121554,278.20001220703125,170.09510352387568,138.25
2020-04-10,,6864.694257006497,,157.74015800780134,
2020-04-11,,6878.781212589853,,158.32787794181905,
2020-04-12,,6913.158787469097,,158.8638257195104,
2020-04-13,203.02999877929688,6857.538537511484,275.6600036621094,156.70135879140688,138.078125
2020-04-14,211.8600006103516,6860.17853570111,283.7900085449219,158.26715118298955,138.21875
2020-04-15,209.42999267578125,6629.431738031291,277.760009765625,153.2228636800284,139.15625
2020-04-16,213.25,7059.92622475854,279.1000061035156,171.7759907508837,139.234375
2020-04-17,215.2899932861328,7035.261503989225,286.6400146484375,170.445890477055,138.890625
2020-04-18,,7242.5109294929825,,187.14354411560592,
2020-04-19,,7127.511949689152,,180.05859654051866,
2020-04-20,212.7400054931641,6856.456278354705,281.5899963378906,170.70405868653958,139.109375
2020-04-21,204.88999938964844,6842.038597634602,273.0400085449219,170.45154288047368,139.390625
2020-04-22,210.97000122070312,7109.995291181778,279.1000061035156,182.2767576620704,139.046875
2020-04-23,210.5200042724609,7382.793144116689,279.0799865722656,184.5937024802184,139.015625
2020-04-24,213.83999633789065,7495.393587498606,282.9700012207031,187.3433686141964,139.109375
2020-04-25,,7538.557687279841,,194.11423682570447,
2020-04-26,,7683.867415083342,,197.22990444623989,
2020-04-27,215.55999755859372,7774.281554448049,287.04998779296875,196.46262535084685,138.65625
2020-04-28,211.5,7758.230255185947,285.7300109863281,197.15473156634303,139.015625
2020-04-29,219.0,8744.430287016561,293.2099914550781,215.54817266567383,138.96875
2020-04-30,218.91000366210935,8610.63580374089,290.4800109863281,205.5560054106368,139.0625
2020-05-01,212.7400054931641,8824.818413551968,282.7900085449219,211.96829534904973,138.875
2020-05-02,,8966.307014689282,,213.94301121407548,
2020-05-03,,8888.671912686868,,210.0247094746477,
2020-05-04,215.22000122070312,8884.407813577056,283.57000732421875,206.8325342346069,138.96875
2020-05-05,217.66000366210935,9003.240557621584,286.19000244140625,205.22517973985205,138.859375
2020-05-06,219.0,9144.68703972007,284.25,200.2547945000944,138.546875
2020-05-07,221.82000732421875,9959.166416261767,287.67999267578125,212.29247620086525,139.296875
2020-05-08,224.8600006103516,9821.81131529702,292.44000244140625,211.68904835113835,138.953125
2020-05-09,,9566.777187205966,,210.4318181376063,
2020-05-10,,8752.617087745832,,188.13722615896583,
2020-05-11,226.8699951171875,8604.75159101983,292.5,185.6747180974029,138.625
2020-05-12,222.1199951171875,8788.466749414652,286.6700134277344,189.3057818185128,138.953125
2020-05-13,219.33999633789065,9283.08601265873,281.6000061035156,199.36937254304945,139.21875
2020-05-14,221.8300018310547,9796.494527024528,284.9700012207031,203.21124699378416,139.421875
2020-05-15,223.2700042724609,9309.29535940684,286.2799987792969,194.27309778153105,139.328125
2020-05-16,,9375.29710843331,,200.58339090310048,
2020-05-17,,9666.32719340344,,206.76889403683904,
2020-05-18,227.42999267578125,9708.439858793108,295.0,214.35764164526785,138.59375
2020-05-19,226.8600006103516,9760.198937162191,291.9700012207031,213.68672021176667,138.859375
2020-05-20,231.38999938964844,9526.50759300584,296.92999267578125,209.9207882888633,139.078125
2020-05-21,228.8699951171875,9059.962506871729,294.8800048828125,198.9175157507187,139.0625
2020-05-22,229.66000366210935,9131.767275081991,295.44000244140625,206.22772963994552,139.15625
2020-05-23,,9170.361063506129,,206.4112069583191,
2020-05-24,,8731.848525870651,,200.69072858230612,
2020-05-25,,8883.691769863415,,203.81011834234977,
2020-05-26,229.0399932861328,8839.130663273247,299.0799865722656,200.96361540675863,138.953125
2020-05-27,230.2899932861328,9174.118563996424,303.5299987792969,207.8458938908541,139.125
2020-05-28,229.9900054931641,9546.04563503715,302.9700012207031,219.59156405880168,138.953125
2020-05-29,233.3600006103516,9427.120373393418,304.32000732421875,220.49116734603788,139.375
2020-05-30,,9662.70587254818,,242.7097702678268,
2020-05-31,,9466.961781429516,,232.3310030389668,
2020-06-01,234.05999755859372,10167.93069332851,305.54998779296875,248.0445665844865,139.328125
2020-06-02,235.6300048828125,9515.243858655718,308.0799865722656,237.2653201286792,139.1875
2020-06-03,236.69000244140625,9645.227869360308,312.17999267578125,244.1253366100756,138.5625
2020-06-04,235.02999877929688,9776.20299178848,311.3599853515625,243.70782131595865,138.203125
2020-06-05,239.69000244140625,9636.965527050055,319.3399963378906,240.24696898765103,137.546875
2020-06-06,,9662.85870900224,,242.02164036721496,
2020-06-07,,9738.603356828591,,244.22674439497985,
2020-06-08,241.5500030517578,9773.02951309516,323.20001220703125,246.21278326044265,137.734375
2020-06-09,243.3000030517578,9767.00531665552,320.7900085449219,243.8495266518988,138.15625
2020-06-10,246.22000122070312,9874.898681832236,319.0,247.5419715295243,138.875
2020-06-11,234.0200042724609,9325.996856202635,300.6099853515625,232.00078536182025,139.421875
2020-06-12,235.8800048828125,9469.533297509908,304.2099914550781,237.5934108774424,139.109375
2020-06-13,,9469.473456163696,,238.29362910089247,
2020-06-14,,9345.960907722065,,232.11252047744927,
2020-06-15,238.75,9431.719262201745,307.04998779296875,231.0170115525279,139.109375
2020-06-16,242.8500061035156,9524.92661691022,312.9599914550781,235.28847948297147,138.796875
2020-06-17,243.6199951171875,9463.361414311788,311.6600036621094,233.8636184621818,138.96875
2020-06-18,244.27999877929688,9399.767217129216,311.7799987792969,231.68485732135008,139.203125
2020-06-19,244.2400054931641,9312.780104497786,308.6400146484375,228.9592128032193,139.15625
2020-06-20,,9360.247968201687,,228.8691487972198,
2020-06-21,,9298.360829121417,,227.79190590968685,
2020-06-22,246.7400054931641,9678.683208975835,310.6199951171875,243.36470999245492,138.703125
2020-06-23,248.83999633789065,9624.684291831398,312.04998779296875,243.07948223903705,138.75
2020-06-24,243.7100067138672,9288.061774486938,304.0899963378906,234.5649846444734,138.875
2020-06-25,246.02999877929688,9258.667161007706,307.3500061035156,232.6487034996157,138.90625
2020-06-26,240.22000122070312,9166.486360416233,300.04998779296875,229.6365260272679,139.21875
2020-06-27,,9013.90556467614,,221.0260852973422,
2020-06-28,,9139.903276297824,,225.12294616525017,
2020-06-29,242.83999633789065,9185.166540651147,304.4599914550781,228.20576377381224,139.328125
2020-06-30,247.6000061035156,9149.721996758017,308.3599853515625,225.59281496891896,139.171875
2020-07-01,250.4900054931641,9230.672998590804,310.5199890136719,230.66194359094905,138.953125
2020-07-02,252.19000244140625,9094.318072166903,312.2300109863281,226.57442434030435,139.09375
2020-07-03,,9071.3850427828,,225.1764054804081,
2020-07-04,,9132.908369533492,,229.0947164621886,
2020-07-05,,9087.407312582163,,227.8993750381917,
2020-07-06,258.3900146484375,9342.376492626678,317.04998779296875,241.52685187431663,138.984375
2020-07-07,256.6099853515625,9253.630980242331,313.7799987792969,238.96448054067795,139.203125
2020-07-08,259.989990234375,9432.17251582794,316.17999267578125,246.85900786802029,139.1875
2020-07-09,262.17999267578125,9235.716302064242,314.3800048828125,241.97512857897888,139.5
2020-07-10,263.9700012207031,9282.913638839902,317.5899963378906,240.95495378293265,139.21875
2020-07-11,,9234.314674712628,,239.1020255467136,
2020-07-12,,9297.479635872663,,241.7715226007061,
2020-07-13,258.5400085449219,9240.76251972468,314.8399963378906,239.63878681174097,139.21875
2020-07-14,260.3699951171875,9247.060695963812,318.9200134277344,240.25147066847245,139.421875
2020-07-15,260.8999938964844,9203.3714351797,321.8500061035156,238.66359720631723,139.34375
2020-07-16,259.1199951171875,9136.483376363976,320.7900085449219,233.837074562722,139.484375
2020-07-17,259.4200134277344,9156.276583115488,321.7200012207031,232.7814774382605,139.359375
2020-07-18,,9168.402736564132,,235.6811447764246,
2020-07-19,,9202.615839500108,,238.89523167867927,
2020-07-20,266.7799987792969,9163.159654576915,324.32000732421875,236.06009844538684,139.390625
2020-07-21,264.0,9384.379751903269,325.010009765625,245.2337350263425,139.515625
2020-07-22,264.92999267578125,9514.304987626969,326.8599853515625,263.7624639660021,139.5625
2020-07-23,258.010009765625,9589.81771944117,322.9599914550781,274.7236202591814,139.625
2020-07-24,255.55999755859372,9535.93879573746,320.8800048828125,279.42705624758224,139.578125
2020-07-25,,9691.825138917147,,305.0381394111965,
2020-07-26,,9925.751397476346,,310.51799095173624,
2020-07-27,260.1199951171875,10962.258481207356,323.2200012207031,320.47619130968184,139.46875
2020-07-28,256.8099975585937,10904.916526918994,321.1700134277344,316.4067660520556,139.703125
2020-07-29,259.7699890136719,11093.612240442404,325.1199951171875,317.5390729161191,139.75
2020-07-30,261.1300048828125,11116.307163685276,323.9599914550781,334.7419220365616,140.015625
2020-07-31,265.7900085449219,11325.5515272739,326.5199890136719,346.00350607288686,140.078125
2020-08-01,,11812.094307268517,,387.9424211712469,
2020-08-02,,11066.306240590267,,370.7323024312388,
2020-08-03,269.3800048828125,11230.907762749295,328.7900085449219,386.2474477178088,139.9375
2020-08-04,270.3800048828125,11181.917508034883,330.0599975585937,389.3830083498991,140.328125
2020-08-05,271.04998779296875,11719.26352395155,332.1099853515625,400.18436250318,140.078125
2020-08-06,274.6400146484375,11768.127742240007,334.3299865722656,394.5417454611831,140.15625
2020-08-07,271.4700012207031,11571.487980683192,334.57000732421875,379.1351558498163,139.953125
2020-08-08,,11739.131006414418,,391.47843864211467,
2020-08-09,,11682.85146915494,,389.6229311129114,
2020-08-10,270.3099975585937,11862.938012702563,335.57000732421875,395.2099136571893,139.875
2020-08-11,265.19000244140625,11398.671060896631,332.79998779296875,379.1747639527544,139.25
2020-08-12,271.8599853515625,11579.867951602137,337.44000244140625,387.50053082397886,139.1875
2020-08-13,272.4800109863281,11817.164038803396,336.8299865722656,427.49026536796873,138.96875
2020-08-14,272.1600036621094,11777.391322489924,336.8399963378906,438.7625874702974,139.125
2020-08-15,,11864.905810156475,,432.6546652389318,
2020-08-16,,11901.77648830246,,433.4318609321125,
2020-08-17,275.32000732421875,12272.465808160425,337.9100036621094,430.0325050897228,139.328125
2020-08-18,277.9700012207031,11949.610970628191,338.6400146484375,422.1066528659943,139.390625
2020-08-19,276.1000061035156,11733.278970862082,337.2300109863281,406.5744691821068,139.375
2020-08-20,279.92999267578125,11861.83657727968,338.2799987792969,416.46977582279794,139.5625
2020-08-21,281.8699951171875,11515.124298729215,339.4800109863281,386.8238914189483,139.5625
2020-08-22,,11676.385305081289,,395.88501828908585,
2020-08-23,,11647.928120934364,,390.7891350477376,
2020-08-24,283.6300048828125,11758.828120368864,342.9200134277344,408.2691456317229,139.515625
2020-08-25,285.8599853515625,11350.753473213,344.1199951171875,383.6621431182992,139.3125
2020-08-26,291.9599914550781,11465.002564032086,347.57000732421875,385.7524998749212,139.3125
2020-08-27,291.04998779296875,11300.398363810944,348.3299865722656,381.8376513210842,138.96875
2020-08-28,292.5299987792969,11519.118388160729,350.5799865722656,395.1382132386204,139.25
2020-08-29,,11481.481823317012,,399.374543834064,
2020-08-30,,11701.004008657852,,428.2956791635218,
2020-08-31,294.8800048828125,11672.324104943627,349.3099975585937,435.6930232991007,139.40625
2020-09-01,299.9200134277344,11895.225345345636,352.6000061035156,475.6846642626859,139.578125
2020-09-02,302.760009765625,11418.254756916149,357.70001220703125,439.3537602153149,139.703125
2020-09-03,287.4100036621094,10197.459822768922,345.3900146484375,383.6915311779978,139.921875
2020-09-04,283.5799865722656,10484.470392265588,342.57000732421875,387.9040290939166,139.203125
2020-09-05,,10177.789718049991,,334.4685930135432,
2020-09-06,,10260.0177277544,,352.99300214607035,
2020-09-07,,10359.44521698998,,351.8778602923998,
2020-09-08,269.95001220703125,10125.014956069688,333.2099914550781,337.84505193506857,139.5625
2020-09-09,277.8800048828125,10230.154699360752,339.7900085449219,351.2322670832359,139.46875
2020-09-10,272.3399963378906,10342.15939120568,333.8900146484375,367.6389288100068,139.59375
2020-09-11,270.45001220703125,10378.223044584596,334.0599975585937,373.9149059897517,139.765625
2020-09-12,,10439.38467226404,,387.7235162900226,
2020-09-13,,10328.866065987391,,365.695506306262,
2020-09-14,275.1600036621094,10661.096235144483,338.4599914550781,376.394561113407,139.734375
2020-09-15,279.0599975585937,10787.58020807624,340.1700134277344,364.6900450860686,139.671875
2020-09-16,274.6099853515625,10952.2499691071,338.82000732421875,365.13055081164816,139.640625
2020-09-17,270.32000732421875,10937.996396960929,335.8399963378906,388.7974562319938,139.640625
2020-09-18,266.8699951171875,10927.150310293277,330.6499938964844,383.17286599152135,139.609375
2020-09-19,,11083.99836119821,,385.4721234936851,
2020-09-20,,10923.32666818137,,370.9678951624775,
2020-09-21,267.510009765625,10439.522488792423,326.9700012207031,341.2771308718308,139.765625
2020-09-22,272.4800109863281,10527.58784673943,330.29998779296875,343.9175471009491,139.625
2020-09-23,264.1600036621094,10223.784106392732,322.6400146484375,321.0774351739628,139.5
2020-09-24,265.3900146484375,10726.530083321984,323.5,348.8210199785493,139.578125
2020-09-25,271.5599975585937,10681.9938481137,328.7300109863281,351.3315670221176,139.640625
2020-09-26,,10743.19287975935,,354.2615819143104,
2020-09-27,,10765.300521660893,,357.0664364067552,
2020-09-28,277.20001220703125,10672.02854425897,334.19000244140625,354.4295835375506,139.625
2020-09-29,275.95001220703125,10837.516586513004,332.3699951171875,359.4260895383702,139.78125
2020-09-30,277.8399963378906,10770.881347466417,334.8900146484375,359.59898475085777,139.53125
2020-10-01,282.25,10627.97606396318,337.0400085449219,353.1978481381707,139.546875
2020-10-02,274.3099975585937,10572.674843011133,333.8399963378906,345.9125682279143,139.4375
2020-10-03,,10546.65625537982,,345.99246319342933,
2020-10-04,,10670.700811335208,,352.4588065039611,
2020-10-05,280.1600036621094,10784.94940309411,339.760009765625,353.6044273109067,138.921875
2020-10-06,275.1600036621094,10605.95779130622,334.92999267578125,340.6160218128092,139.046875
2020-10-07,279.9200134277344,10668.011010796896,340.760009765625,341.4437964782809,138.71875
2020-10-08,281.4100036621094,10888.666546835811,343.7799987792969,350.0556765681245,138.921875
2020-10-09,285.7099914550781,11063.2523862591,346.8500061035156,365.3394448193936,138.828125
2020-10-10,,11286.541942043945,,370.4718109734285,
2020-10-11,,11377.814876756858,,374.4970150925736,
2020-10-12,294.5299987792969,11543.183760771468,352.42999267578125,387.25555835657167,138.90625
2020-10-13,294.5199890136719,11426.105544220429,350.1300048828125,381.16877389892255,139.203125
2020-10-14,292.0599975585937,11435.57243757972,347.92999267578125,379.2102537609277,139.21875
2020-10-15,290.1000061035156,11495.584995733889,347.5,377.15868107868175,139.125
2020-10-16,288.510009765625,11319.097785677624,347.2900085449219,365.9906423831468,139.0625
2020-10-17,,11365.814131026178,,368.6504703636898,
2020-10-18,,11495.899975689872,,378.0493653237596,
2020-10-19,283.79998779296875,11752.146863919786,342.010009765625,379.6394773321801,138.921875
2020-10-20,284.4100036621094,11908.708923246451,343.3800048828125,368.2270142350454,138.703125
2020-10-21,284.19000244140625,12806.435726727444,342.7300109863281,391.16674217757225,138.578125
2020-10-22,284.17999267578125,12951.044060038126,344.6099853515625,413.2018903361906,138.328125
2020-10-23,284.739990234375,12928.072296348406,345.7799987792969,408.8894886437192,138.359375
2020-10-24,,13106.04601925958,,411.9592177530503,
2020-10-25,,13021.410842124118,,406.157094148215,
2020-10-26,280.4700012207031,13060.79221208406,339.3900146484375,393.38290839224464,138.640625
2020-10-27,282.6600036621094,13655.18541588308,338.2200012207031,403.529837833562,138.84375
2020-10-28,271.6400146484375,13282.999348292438,326.6600036621094,388.8773398820777,138.796875
2020-10-29,276.3900146484375,13441.878496031612,329.9800109863281,386.4460129872924,138.40625
2020-10-30,269.3800048828125,13537.174271524887,326.5400085449219,382.9007710380906,138.21875
2020-10-31,,13778.637638352931,,385.8445887975079,
2020-11-01,,13720.361465146289,,394.9363420491719,
2020-11-02,269.9800109863281,13558.361795524168,330.20001220703125,383.8498034220404,138.296875
2020-11-03,274.6499938964844,13989.976358180447,336.0299987792969,387.616373722075,138.09375
2020-11-04,286.9100036621094,14101.716050813722,343.5400085449219,401.7330968324722,138.984375
2020-11-05,294.3900146484375,15553.331701081444,350.239990234375,415.9277704309719,138.875
2020-11-06,294.6099853515625,15548.312145063144,350.1600036621094,454.6515430984697,138.546875
2020-11-07,,14818.45891122149,,435.4183540833094,
2020-11-08,,15496.316149147417,,455.3583669721691,
2020-11-09,288.5899963378906,15335.342198178862,354.5599975585937,445.0512933420698,137.578125
2020-11-10,283.4200134277344,15278.70965979927,354.0400085449219,449.8161845012962,137.4375
2020-11-11,289.760009765625,15686.905986213233,356.6700134277344,463.1808717203231,137.609375
2020-11-12,288.3999938964844,16265.149252483356,353.2099914550781,462.2056195794902,138.15625
2020-11-13,290.92999267578125,16326.81487507908,358.1000061035156,475.9690936576015,138.109375
2020-11-14,,16095.561510630652,,462.7183970607933,
2020-11-15,,15984.673784156614,,449.2068016397434,
2020-11-16,293.20001220703125,16714.40386322188,362.5700073242188,461.3711967052673,138.03125
2020-11-17,292.2699890136719,17651.82042768171,360.6199951171875,482.1983847235396,138.296875
2020-11-18,290.1099853515625,17829.934958345126,356.2799987792969,479.4376613624741,138.1875
2020-11-19,292.3800048828125,17819.75743096837,357.7799987792969,471.3179583944116,138.359375
2020-11-20,290.3800048828125,18628.8134890362,355.3299865722656,508.79221458524455,138.5
2020-11-21,,18689.52865582585,,548.842116249849,
2020-11-22,,18390.61184379203,,560.5088874583059,
2020-11-23,290.3900146484375,18360.693300385865,357.4599914550781,608.2733109189421,138.3125
2020-11-24,294.4700012207031,19091.524181728702,363.2200012207031,602.6662623938871,138.25
2020-11-25,296.2799987792969,18753.288921684914,362.6600036621094,568.2751530404493,138.265625
2020-11-26,,17138.029512395206,,518.4670452162002,
2020-11-27,299.010009765625,17140.27555252362,363.6700134277344,517.5530264056014,138.546875
2020-11-28,,17718.972832629497,,537.3926120944484,
2020-11-29,,18169.95420978285,,574.7511196548439,
2020-11-30,299.6199951171875,19609.52143957559,362.05999755859375,612.2637856122055,138.53125
2020-12-01,303.4599914550781,18857.417371118165,366.0199890136719,589.5818443540976,137.84375
2020-12-02,303.8500061035156,19208.398191994624,366.7900085449219,598.760610095824,137.84375
2020-12-03,304.2799987792969,19435.20484740911,366.6900024414063,616.506661565682,138.078125
2020-12-04,305.5199890136719,18711.226549886927,369.8500061035156,571.1904316349736,137.8125
2020-12-05,,19139.111575237486,,595.9194139680376,
2020-12-06,,19325.55411859109,,601.9689349244918,
2020-12-07,307.25,19198.806493935343,369.0899963378906,592.3865066820175,138.140625
2020-12-08,308.2900085449219,18336.514581297808,370.1700134277344,554.329674302381,138.21875
2020-12-09,301.3099975585937,18564.986455688137,366.8500061035156,573.8953091099941,138.046875
2020-12-10,302.5199890136719,18262.058384653155,366.7300109863281,560.4542654076048,138.3125
2020-12-11,301.8500061035156,18058.027339569555,366.2999877929688,545.9828352633687,138.5
2020-12-12,,18807.09540322016,,568.3587534073821,
2020-12-13,,19151.13442340493,,590.3244403029342,
2020-12-14,304.0400085449219,19259.97047153096,364.6600036621094,585.5418949360015,138.5
2020-12-15,307.2900085449219,19432.362456862407,369.5899963378906,589.0668316450424,138.296875
2020-12-16,308.9800109863281,21317.66213678684,370.1700134277344,635.9618893796135,138.328125
2020-12-17,311.0,22805.65580598891,372.239990234375,644.0652701929779,138.296875
2020-12-18,310.0599975585937,23120.57055156752,369.1799926757813,654.4204162965752,138.203125
2020-12-19,,23863.85484171969,,659.3188076372094,
2020-12-20,,23518.31842054723,,639.5154368778184,
2020-12-21,308.9200134277344,22840.99170718836,367.8599853515625,610.4270278980672,138.40625
2020-12-22,309.760009765625,23794.79330262859,367.239990234375,634.9797234431858,137.984375
2020-12-23,308.20001220703125,23308.12723217715,367.5700073242188,587.9588954992439,137.765625
